Crop,Geolocation,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2013 Annual,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2014 Annual,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2015 Annual,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2016 Annual,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2017 Annual,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2018 Annual,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2019 Annual,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2020 Annual,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2021 Annual,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2022 Annual,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2023 Annual
Coconut Mature,..REGION X (NORTHERN MINDANAO),409838.15,435605.15,489516.92,474103.43,1809063.65,418388.11,439293.84,494948.96,477864.19,1830495.09,428396.71,440342.08,498014.71,476953.6,1843707.09,420099.1,414057.87,490213.3,470348.63,1794718.9,412675.3,411385.23,495057.02,479901.76,1799019.31,421109.84,422174.34,500066.98,488216.35,1831567.51,425031.41,420685.72,499715.47,483386.71,1828819.31,437759.08,434824.27,492209.13,486705.51,1851497.99,430330.22,435549.03,494375.39,497182.1,1857436.74,434731.22,439972.85,493305.13,496387.04,1864396.24,440457.27,451004.82,495352.82,493747.41,1880562.32
Coconut Mature,..REGION XI (DAVAO REGION),599040.95,568627.75,533962.38,569248.52,2270879.6,581781.66,591067.41,579941.31,574259.42,2327049.81,595326.15,571903.74,555906.05,515753.64,2238889.58,487074.25,475727.66,470918.89,453210.87,1886931.67,448021.0,464794.24,456958.73,510507.61,1880281.58,476699.82,471959.83,462123.74,514866.68,1925650.07,476643.9,451426.78,465583.57,531185.83,1924840.08,485687.21,450820.71,480093.32,538887.71,1955488.96,496014.93,453190.53,477910.43,548775.17,1975891.05,502254.43,457809.4,481832.96,563236.35,2005133.14,485518.38,458775.35,474561.87,550000.8,1968856.39
Coconut Mature,..REGION XII (SOCCSKSARGEN),255255.25,260287.41,259149.36,258755.2,1033447.23,260333.51,266321.6,266469.23,270655.69,1063780.02,279909.41,271789.46,302872.88,297113.68,1151685.43,278068.4,252470.27,212618.78,208085.6,951243.05,202576.19,212138.54,254737.38,260950.1,930402.22,283718.56,288369.86,268399.85,287681.08,1128169.35,291224.07,287614.32,291369.27,282527.25,1152734.9,288335.37,290135.46,288271.7,287878.95,1154621.48,295794.11,305642.29,303070.55,300573.94,1205080.89,304760.02,308950.34,302295.79,305427.31,1221433.46,316314.42,301162.08,295997.29,301284.16,1214757.95
Coconut Mature,..REGION XIII (CARAGA),188793.28,213471.71,215804.76,214965.42,833035.17,187151.31,203218.5,210201.23,218974.98,819546.02,178978.01,198876.09,211246.41,213511.85,802612.36,189275.81,182348.04,191185.17,210400.12,773209.14,190281.36,190139.52,195827.11,202805.01,779053.0,188017.04,194322.83,196747.6,212793.95,791881.41,187316.1,194228.73,195311.03,202120.2,778976.05,185515.11,190742.53,186059.2,198636.86,760953.7,185618.94,193783.19,186279.68,188120.67,753802.48,163107.33,183861.71,168824.16,158143.44,673936.64,167945.4,155604.3,159894.76,156312.03,639756.48
Coconut Mature,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),313657.38,299348.75,355262.24,350015.81,1318284.18,318636.46,303878.09,362125.3,362636.33,1347276.19,333259.28,303933.76,366794.12,378057.29,1382044.45,330917.35,291028.98,371642.65,372099.43,1365688.42,307280.98,277254.64,358698.02,370708.42,1313942.07,309111.7,283000.93,351594.45,384614.95,1328322.03,308137.09,279686.2,348773.38,384714.7,1321311.37,308398.76,282776.3,348667.63,396952.47,1336795.16,316699.45,284608.11,350262.44,399367.06,1350937.06,320723.69,287109.9,353706.6,399890.44,1361430.63,319388.86,278626.07,353965.0,401214.17,1353194.1
Coconut Young,PHILIPPINES,85330.07,82729.76,84062.2,84925.96,337047.99,84083.59,79993.46,76653.68,86973.9,327704.63,84416.6,83381.9,84664.86,81644.75,334108.12,79574.06,79470.95,88770.2,91751.18,339566.39,86124.61,84463.12,96571.55,95335.99,362495.27,88624.07,88819.22,100732.88,95648.63,373824.81,92219.31,97588.79,102124.13,98289.23,390221.46,92560.33,97353.08,104505.41,99729.91,394148.72,91080.95,96063.43,106001.12,102946.57,396092.08,87682.83,96510.48,106989.32,107457.88,398640.51,95760.09,107525.7,111382.73,111574.35,426242.87
Coconut Young,..CORDILLERA ADMINISTRATIVE REGION (CAR),64.11,133.32,64.19,73.75,335.37,80.93,154.27,73.97,78.32,387.49,92.02,166.17,69.27,81.12,408.58,98.57,169.52,77.7,47.2,392.99,89.05,152.68,69.3,56.03,367.06,99.54,162.66,69.81,49.83,381.84,92.36,138.45,75.68,53.44,359.93,113.12,149.87,95.09,61.23,419.32,115.45,164.81,102.72,68.45,451.43,134.91,176.39,121.62,98.55,531.47,126.17,167.42,126.23,145.85,565.67
Coconut Young,..REGION I (ILOCOS REGION),8045.64,3965.2,7710.98,9883.23,29605.05,8212.38,4257.62,7290.89,10230.26,29991.15,7714.04,4223.31,7463.01,9381.57,28781.94,7606.12,4511.77,7476.39,9812.62,29406.9,7505.63,5000.64,8649.85,10987.23,32143.35,7260.89,5579.19,8111.84,10359.53,31311.45,7460.1,5407.7,7940.99,10569.77,31378.56,7469.36,5400.93,8229.19,11134.53,32234.01,7827.24,5528.4,8620.4,10631.12,32607.16,8340.84,5727.37,9399.51,11433.31,34901.03,8108.05,5816.35,8783.42,13157.5,35865.32
Coconut Young,..REGION II (CAGAYAN VALLEY),10177.65,11537.51,12365.62,10578.99,44659.77,12082.58,11942.0,12845.36,11041.22,47911.16,11991.51,12525.7,13392.54,11247.89,49157.64,11451.64,12837.72,13673.52,11507.03,49469.92,10439.41,11282.12,13539.04,12516.63,47777.2,11413.68,12072.65,14351.09,11038.73,48876.15,10604.48,12432.99,14543.41,11715.9,49296.77,11658.6,12771.47,16549.76,13355.03,54334.85,11754.96,13316.94,16727.1,13980.79,55779.79,11875.44,13745.05,16932.46,14189.09,56742.04,12866.02,14245.31,17055.22,14517.19,58683.74
Coconut Young,..REGION III (CENTRAL LUZON),11113.74,20353.78,3744.77,11121.58,46333.87,10497.66,22668.36,5666.1,15193.17,54025.29,11452.06,23521.98,7766.54,7263.7,50004.28,4588.6,13336.0,14763.13,6127.46,38815.19,3978.78,12183.94,15216.26,8320.22,39699.2,4791.76,12334.21,18431.68,7049.57,42607.22,4488.56,16669.34,16994.52,7138.91,45291.33,4395.08,15869.98,17124.28,6923.26,44312.6,2877.84,11676.99,14186.28,7568.17,36309.28,3974.89,12268.4,14041.35,8291.23,38575.87,3656.1,15201.28,8229.82,5814.79,32901.99
Coconut Young,..REGION IV-A (CALABARZON),11157.33,4552.2,6712.27,4546.92,26968.72,10148.89,3907.53,5284.03,3575.44,22915.89,8549.15,2829.9,4767.88,5021.55,21168.48,9674.0,3256.54,4551.42,5282.73,22764.69,11698.79,3785.58,4936.89,5468.66,25889.91,11748.91,3927.62,5625.05,6331.28,27632.86,14174.57,5821.96,5876.68,7262.84,33136.06,12817.96,5366.65,6155.5,6572.32,30912.42,12174.45,5551.72,7860.31,6595.75,32182.23,12460.82,6489.61,8652.03,6789.61,34392.07,12027.72,6605.76,8932.98,8178.09,35744.55
Coconut Young,..MIMAROPA REGION,1997.11,1459.21,1866.76,2929.38,8252.46,1921.39,1460.75,1838.58,2900.28,8121.0,1961.18,1500.84,2024.0,2980.75,8466.77,1874.58,1494.66,1999.4,3077.04,8445.68,1934.21,1529.97,2087.89,3197.06,8749.13,2126.78,1549.69,2125.04,3294.18,9095.69,2202.51,1686.82,2217.99,3211.54,9318.86,2146.27,1640.63,1891.18,3053.32,8731.4,2444.54,2001.51,2170.25,3648.1,10264.4,2645.72,2222.82,2089.13,4417.73,11375.4,2815.4,2811.5,2073.8,4242.57,11943.27
Coconut Young,..REGION V (BICOL REGION),4452.34,2276.27,4942.79,1671.78,13343.18,4390.36,2343.21,4239.66,1541.75,12514.98,4014.49,2277.25,4451.15,1483.86,12226.75,3871.4,2300.27,4495.87,1571.8,12239.34,3408.95,2197.94,4442.27,1413.28,11462.44,4102.88,2289.41,4863.07,1426.93,12682.29,4206.07,2476.12,5388.05,1544.9,13615.14,3804.91,2100.99,5302.08,1637.31,12845.29,3068.08,1552.48,4792.36,1795.54,11208.46,2974.22,1929.31,5175.34,1608.96,11687.83,2686.54,1999.62,4045.49,1494.09,10225.74
Coconut Young,..REGION VI (WESTERN VISAYAS),4176.5,6036.89,7089.15,5138.55,22441.09,3496.07,3400.42,3650.68,4119.15,14666.32,4529.58,4309.04,9469.75,4463.48,22771.86,4723.97,9143.04,9042.77,9179.33,32089.1,8042.61,11311.53,9340.27,9333.54,38027.94,8876.39,11877.98,9319.59,9917.73,39991.68,8990.08,13228.81,10408.75,10568.46,43196.11,8915.25,13952.82,10861.61,9732.0,43461.68,9178.87,14337.78,11008.24,10399.45,44924.34,9393.08,14703.95,11769.07,11278.67,47144.76,10377.33,16069.16,10387.01,10787.27,47620.77
Coconut Young,..REGION VII (CENTRAL VISAYAS),3349.34,3244.38,3428.79,2314.74,12337.25,3525.0,3283.91,3675.42,2573.91,13058.24,3754.73,3896.47,4030.93,3120.17,14802.3,4086.86,3803.81,4545.74,12776.05,25212.46,9572.74,10157.52,10377.89,13604.69,43712.84,10052.65,10486.97,10123.23,14555.56,45218.41,10733.99,11101.07,10359.42,15666.77,47861.26,11614.44,10997.11,10272.47,15518.59,48402.61,11515.18,12376.6,11920.11,16067.15,51879.04,5122.27,9805.81,10058.03,14542.93,39529.04,7349.72,11227.59,12075.85,15979.82,46632.98
Coconut Young,..REGION VIII (EASTERN VISAYAS),3071.51,2851.24,8789.29,2528.62,17240.66,1739.75,1403.47,4561.08,2322.62,10026.92,1754.3,1221.03,4682.02,2402.46,10059.81,1679.7,1288.63,4615.51,2369.28,9953.13,1816.84,1284.8,4680.29,2539.15,10321.08,1789.28,1352.57,4627.69,2580.9,10350.44,1978.45,1401.7,4995.75,2736.78,11112.68,1951.81,1411.03,4694.15,2856.52,10913.51,2007.63,1551.35,4687.19,3132.77,11378.94,2160.61,1556.19,4581.45,3360.17,11658.42,2579.09,1745.07,4822.62,4254.15,13400.92
Coconut Young,..REGION IX (ZAMBOANGA PENINSULA),21176.21,19892.58,18482.15,25306.04,84856.99,21051.53,18576.54,18514.95,24194.96,82337.98,21293.03,17615.98,17562.79,23128.3,79600.11,21893.29,17010.76,14971.35,21258.39,75133.79,20820.39,15653.15,14139.64,18937.45,69550.64,19203.54,16472.11,13808.45,19889.93,69374.04,20020.75,16243.88,13609.09,19715.25,69588.97,20153.84,16427.23,13750.35,20386.88,70718.3,20432.66,16161.15,13988.47,20283.46,70865.74,21080.53,16384.7,14407.92,22442.08,74315.23,25306.42,19102.32,13294.11,23835.28,81538.13
Coconut Young,..REGION X (NORTHERN MINDANAO),717.89,821.26,3286.16,2688.71,7514.03,883.4,887.48,3424.93,2713.8,7909.6,899.57,926.52,3466.19,2702.79,7995.06,880.99,861.48,3450.28,2490.91,7683.66,918.34,866.8,3655.46,2586.26,8026.85,971.27,920.09,3637.44,2635.18,8163.98,1104.76,1107.98,3727.58,1352.71,7293.04,1148.06,1138.95,3596.86,1397.94,7281.81,1210.08,1189.95,3639.93,1427.55,7467.51,1201.44,1204.66,3781.33,1566.27,7753.7,1476.71,1329.37,3884.7,1506.72,8197.5
Coconut Young,..REGION XI (DAVAO REGION),1167.11,1532.28,1201.78,1198.79,5099.96,1117.77,1370.83,1299.77,1251.36,5039.73,1213.18,1342.98,1346.96,3394.83,7297.95,2514.96,2229.65,1318.99,1667.81,7731.42,1308.54,1860.87,1331.21,1817.68,6318.29,1528.13,2108.58,1377.19,1895.26,6909.16,1549.17,2245.58,1407.74,1912.89,7115.38,1605.25,2242.75,1422.84,1936.93,7207.77,1607.87,2258.0,1432.35,2052.35,7350.57,1552.12,2202.12,1413.73,2124.05,7292.02,1585.93,2290.64,12840.63,2212.01,18929.21
Coconut Young,..REGION XII (SOCCSKSARGEN),1896.71,1711.14,1714.54,1840.42,7162.81,2033.44,1844.71,1891.55,2157.09,7926.79,2250.6,1935.43,1954.75,1991.87,8132.65,1882.63,1742.5,1750.58,1732.11,7107.82,1785.94,1979.53,1908.58,2086.05,7760.1,2191.35,2140.18,1937.06,1984.09,8252.69,2068.61,1930.89,2095.99,2160.74,8256.23,1984.81,1931.23,1931.95,2176.17,8024.16,1998.85,2125.48,2200.1,2289.91,8614.34,2039.92,2096.71,2100.68,2349.36,8586.68,2041.99,2390.74,2142.04,2447.02,9021.79
Coconut Young,..REGION XIII (CARAGA),396.63,658.21,456.06,371.09,1882.0,403.66,662.0,489.89,411.13,1966.69,440.0,650.24,585.08,435.16,2110.48,481.3,683.1,563.68,535.45,2263.53,544.85,718.09,697.07,602.37,2562.38,552.32,741.32,716.41,663.72,2673.77,591.23,782.99,801.21,732.14,2907.56,668.97,829.45,854.11,818.22,3170.75,686.75,1059.95,827.77,739.56,3314.03,569.04,983.34,599.33,633.43,2785.14,525.86,1418.48,737.42,501.43,3183.19
Coconut Young,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),2370.25,1704.3,2206.9,2733.35,9014.8,2498.79,1830.35,1906.81,2669.45,8905.4,2507.16,4439.06,1632.01,2545.24,11123.47,2265.45,4801.5,1473.87,2315.97,10856.79,2259.54,4497.98,1499.64,1869.68,10126.84,1914.69,4804.0,1608.24,1976.2,10303.13,1953.62,4912.5,1681.29,1946.19,10493.6,2112.6,5121.99,1773.99,2169.66,11178.24,2180.5,5210.32,1837.55,2266.45,11494.82,2156.98,5014.05,1866.33,2332.45,11369.81,2231.05,5105.1,1951.4,2500.57,11788.12
Coffee (dried berries w/ pulp),PHILIPPINES,27556.21,9720.32,7615.7,33741.69,78633.92,26341.7,9472.65,6929.28,32710.86,75454.49,23105.2,8934.58,7048.29,33253.75,72341.82,22590.65,7695.69,6365.96,32170.63,68822.93,20186.17,6766.7,5762.63,29362.45,62077.95,18425.09,6484.34,5807.41,29595.92,60312.76,17161.97,6074.48,5787.03,31020.4,60043.88,17220.46,5883.74,5748.24,31788.51,60640.95,19350.32,5866.16,5500.01,29890.69,60607.18,18597.47,5446.84,,,,,,,,
Coffee (dried berries w/ pulp),..CORDILLERA ADMINISTRATIVE REGION (CAR),4106.32,397.64,,960.86,5464.82,3902.21,399.92,,949.36,5251.48,3895.3,391.92,,922.79,5210.02,3163.88,360.66,,211.33,3735.86,1354.08,328.09,,204.0,1886.17,1714.64,314.69,,169.66,2198.99,1125.67,266.22,,203.99,1595.88,1463.39,256.55,,286.33,2006.27,1500.41,423.56,,305.21,2229.18,1250.74,422.41,,,,,,,,
Coffee (dried berries w/ pulp),..REGION I (ILOCOS REGION),,53.66,0.02,30.46,84.14,,54.43,0.02,29.05,83.5,1.41,51.36,0.02,27.48,80.27,91.47,64.06,0.04,21.18,176.75,77.39,65.31,0.05,15.99,158.74,76.11,66.44,0.06,15.41,158.03,72.93,65.34,,16.72,154.99,73.29,61.44,,18.42,153.15,74.47,63.29,,17.61,155.37,69.72,61.58,,,,,,,,
Coffee (dried berries w/ pulp),..REGION II (CAGAYAN VALLEY),722.71,44.24,,,766.95,697.34,46.72,,,744.06,698.99,44.05,,,743.04,699.59,72.4,,,771.99,707.49,69.45,,,776.94,707.86,170.01,,,877.86,715.68,174.05,,49.0,938.74,818.12,181.02,,47.02,1046.16,891.85,202.13,,50.84,1144.82,974.11,225.02,,,,,,,,
Coffee (dried berries w/ pulp),..REGION III (CENTRAL LUZON),1469.6,136.2,,99.5,1705.3,1405.5,137.0,,102.95,1645.45,1443.6,140.0,,65.0,1648.6,988.82,139.0,,53.24,1181.06,947.65,105.5,,36.26,1089.41,900.38,102.47,1.4,35.92,1040.17,819.54,32.85,,29.95,882.33,729.71,28.0,0.25,29.58,787.53,740.74,0.34,0.4,5.5,746.98,934.11,0.31,,,,,,,,
Coffee (dried berries w/ pulp),..REGION IV-A (CALABARZON),4818.37,222.87,,196.43,5237.67,4310.4,200.13,,180.71,4691.24,1962.48,99.83,,209.89,2272.2,2519.71,98.44,,199.4,2817.54,1809.83,93.52,,205.92,2109.27,1816.34,92.32,,149.0,2057.66,1240.89,89.31,,166.14,1496.34,1059.6,76.91,,135.61,1272.12,1147.0,74.27,,198.08,1419.35,1240.5,84.38,,,,,,,,
Coffee (dried berries w/ pulp),..MIMAROPA REGION,35.83,70.22,,76.99,183.04,34.72,67.52,,79.34,181.58,33.56,64.22,,80.42,178.2,32.25,57.54,,76.95,166.73,30.96,53.21,,77.26,161.43,29.65,50.84,,77.82,158.31,29.26,48.3,,77.1,154.66,24.36,48.24,,69.12,141.72,24.83,39.08,,74.56,138.47,14.79,31.02,,,,,,,,
Coffee (dried berries w/ pulp),..REGION V (BICOL REGION),86.89,36.22,24.07,178.31,325.49,85.89,34.97,19.24,158.88,298.98,80.02,34.15,20.77,160.73,295.67,66.57,31.64,20.1,148.46,266.77,64.23,31.37,17.62,137.61,250.83,61.5,29.5,14.22,121.16,226.37,55.85,25.61,14.51,109.91,205.88,40.66,23.89,12.22,83.5,160.28,21.42,9.57,7.2,45.36,83.55,11.4,5.11,,,,,,,,
Coffee (dried berries w/ pulp),..REGION VI (WESTERN VISAYAS),1186.88,32.61,1.39,3717.59,4938.47,954.15,20.3,1.28,3370.04,4345.77,954.19,20.72,1.26,3414.57,4390.74,1000.29,22.43,1.23,3332.3,4356.25,942.75,22.85,1.19,3468.09,4434.88,920.8,21.21,1.22,3275.72,4218.95,893.34,21.71,1.75,3396.66,4313.46,900.53,23.32,1.81,3254.02,4179.68,938.55,25.13,1.75,2921.59,3887.01,924.16,26.98,,,,,,,,
Coffee (dried berries w/ pulp),..REGION VII (CENTRAL VISAYAS),164.97,1.08,0.94,68.14,235.13,144.02,0.99,0.9,72.49,218.4,141.1,0.73,5.54,61.48,208.86,128.9,0.18,4.2,57.89,191.17,128.14,0.66,0.8,68.11,197.71,125.27,0.16,1.0,64.93,191.36,114.88,,0.97,61.42,177.27,66.71,,1.0,53.03,120.74,53.4,,1.2,57.14,111.74,25.14,,,,,,,,,
Coffee (dried berries w/ pulp),..REGION VIII (EASTERN VISAYAS),10.43,81.91,1.36,34.63,128.33,3.48,24.73,1.32,31.95,61.48,2.74,21.63,1.27,33.76,59.4,3.87,28.91,1.08,36.69,70.55,3.19,23.48,1.57,35.69,63.93,2.98,23.98,1.73,31.98,60.67,3.52,21.08,0.79,32.53,57.92,3.78,20.88,1.28,30.61,56.55,3.78,19.81,0.99,29.55,54.13,3.06,19.42,,,,,,,,
Coffee (dried berries w/ pulp),..REGION IX (ZAMBOANGA PENINSULA),129.48,184.01,174.54,473.06,961.08,125.43,187.48,178.32,478.08,969.31,130.79,192.74,183.43,500.34,1007.3,117.11,161.08,144.21,354.85,777.24,98.77,106.98,80.59,227.43,513.77,100.47,91.34,89.42,227.19,508.43,94.84,73.67,92.08,230.93,491.51,83.85,67.7,119.75,244.08,515.38,85.39,73.93,75.08,222.59,456.98,57.38,82.27,,,,,,,,
Coffee (dried berries w/ pulp),..REGION X (NORTHERN MINDANAO),1885.4,504.7,544.19,2400.52,5334.81,1952.55,501.59,555.02,2406.51,5415.67,1947.28,489.84,565.56,2434.1,5436.78,2051.26,497.68,578.55,2477.46,5604.95,2073.52,502.08,607.39,2512.42,5695.4,2129.64,460.35,619.53,2529.6,5739.12,2145.82,457.14,642.9,2593.51,5839.37,2146.24,448.38,666.3,2340.39,5601.32,2800.59,491.57,629.6,2312.68,6234.44,2733.14,456.72,,,,,,,,
Coffee (dried berries w/ pulp),..REGION XI (DAVAO REGION),2762.94,1643.37,2903.51,5079.17,12388.99,2745.5,1571.37,2307.44,5168.34,11792.65,2726.72,1491.2,2275.4,5187.3,11680.62,2672.53,1464.08,2211.17,5082.0,11429.78,2558.76,1397.24,2066.64,4817.31,10839.95,2457.63,1368.19,2050.09,4957.31,10833.22,2409.53,1320.58,2005.25,4980.02,10715.38,2391.17,1317.54,2065.6,5051.95,10826.25,2353.18,1276.76,2056.37,5169.77,10856.08,2352.7,1243.86,,,,,,,,
Coffee (dried berries w/ pulp),..REGION XII (SOCCSKSARGEN),8205.72,4683.56,2576.19,13425.9,28891.37,8047.73,4623.32,2543.64,12785.52,28000.21,7102.78,4285.52,2562.17,13007.35,26957.82,7141.22,3118.78,1924.99,12915.79,25100.78,7462.54,2579.73,1536.26,10540.26,22118.79,5318.28,2277.77,1520.01,10785.84,19901.9,5434.14,2096.81,1453.01,11576.14,20560.1,5499.51,1935.41,1456.17,12697.38,21588.47,6974.88,1800.92,1304.53,10927.08,21007.41,6257.46,1412.47,,,,,,,,
Coffee (dried berries w/ pulp),..REGION XIII (CARAGA),49.21,256.77,642.35,548.84,1497.16,10.88,262.37,589.25,543.04,1405.53,11.63,246.14,709.72,678.46,1645.95,10.47,236.5,777.1,809.85,1833.92,13.18,134.57,739.31,696.15,1583.2,11.31,143.64,751.28,758.3,1664.53,15.18,146.1,819.43,794.19,1774.89,30.84,156.17,667.41,767.82,1622.24,33.21,115.63,658.88,773.37,1581.08,26.85,113.26,,,,,,,,
Coffee (dried berries w/ pulp),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1921.47,1371.25,747.15,6451.29,10491.17,1921.91,1339.81,732.85,6354.61,10349.18,1972.61,1360.53,723.15,6470.08,10526.36,1902.72,1342.31,703.3,6393.26,10341.59,1913.69,1252.65,711.23,6319.96,10197.53,2052.22,1271.42,757.45,6396.1,10477.19,1990.92,1235.71,756.34,6702.2,10685.17,1888.69,1238.3,756.45,6679.66,10563.1,1706.63,1250.17,764.03,6779.77,10500.59,1722.22,1262.05,,,,,,,,
Coffee Arabica (dried berries),PHILIPPINES,4870.35,2729.17,2308.1,8685.93,18593.54,4759.21,2643.77,2229.22,8396.26,18028.46,4249.84,2442.44,2235.54,8506.12,17433.95,4297.36,2222.96,1856.44,8379.07,16755.83,4229.91,1854.36,1560.67,6839.74,14484.67,3392.21,1729.6,1558.98,7025.4,13706.19,3597.14,1631.47,1551.03,7322.67,14102.3,3764.64,1620.71,1645.31,7626.81,14657.46,3793.64,1771.41,1572.55,6715.62,13853.22,3809.43,1656.71,,,,,,,,
Coffee Arabica (dried berries),..CORDILLERA ADMINISTRATIVE REGION (CAR),254.69,93.8,,199.85,548.34,265.21,103.09,,210.26,578.56,272.35,110.06,,199.66,582.07,265.04,106.75,,159.5,531.29,259.61,105.26,,156.57,521.44,272.56,111.79,,134.22,518.57,252.2,109.26,,165.26,526.73,311.74,132.79,,250.41,694.94,455.21,320.77,,270.06,1046.04,521.2,345.75,,,,,,,,
Coffee Arabica (dried berries),..REGION I (ILOCOS REGION),,6.91,0.02,16.78,23.71,,6.88,0.02,15.73,22.64,1.05,6.86,0.02,15.73,23.66,51.59,23.16,0.03,11.73,86.51,51.61,22.9,0.03,8.83,83.37,46.72,22.04,0.05,8.39,77.2,44.29,21.1,,9.2,74.6,43.68,19.8,,10.44,73.92,44.08,20.0,,10.07,74.14,40.09,18.72,,,,,,,,
Coffee Arabica (dried berries),..REGION II (CAGAYAN VALLEY),138.36,12.9,,,151.26,130.42,13.78,,,144.2,129.08,10.27,,,139.35,137.0,16.22,,,153.22,124.08,13.9,,,137.98,125.72,34.25,,,159.97,121.94,33.81,,,155.75,132.89,33.9,,,166.79,126.88,40.89,,,167.77,144.86,42.81,,,,,,,,
Coffee Arabica (dried berries),..REGION III (CENTRAL LUZON),5.37,,,,5.37,5.1,,,,5.1,5.2,,,,5.2,,,,0.1,0.1,,,,0.11,0.11,,,,0.08,0.08,,0.22,,0.15,0.37,,0.22,,0.3,0.52,,0.25,0.22,0.35,0.82,,0.3,,,,,,,,
Coffee Arabica (dried berries),..REGION IV-A (CALABARZON),41.49,23.99,,,65.48,39.18,21.37,,,60.55,10.28,0.35,,,10.63,9.79,0.25,,,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee Arabica (dried berries),..MIMAROPA REGION,0.41,3.88,,0.58,4.87,0.28,3.62,,0.51,4.41,0.26,2.73,,0.49,3.48,0.25,2.46,,0.45,3.15,0.2,2.19,,0.44,2.83,0.19,2.2,,0.46,2.85,0.21,2.23,,0.43,2.87,0.22,2.16,,0.35,2.73,0.26,1.3,,0.42,1.98,0.16,1.0,,,,,,,,
Coffee Arabica (dried berries),..REGION V (BICOL REGION),16.04,9.77,10.25,39.82,75.88,15.97,9.67,8.43,35.29,69.36,15.41,9.58,8.66,35.96,69.61,13.82,9.56,8.76,33.13,65.27,13.37,9.55,7.48,30.81,61.21,12.55,8.99,6.22,27.03,54.79,11.55,6.71,5.63,23.19,47.08,7.7,6.35,4.9,18.57,37.52,0.76,0.56,0.72,1.28,3.32,0.24,0.48,,,,,,,,
Coffee Arabica (dried berries),..REGION VI (WESTERN VISAYAS),42.9,7.25,0.35,798.27,848.77,23.72,5.87,0.3,736.75,766.64,23.06,5.75,0.29,752.65,781.75,22.21,6.5,0.28,745.1,774.09,20.72,6.96,0.26,680.09,708.03,20.06,5.98,0.25,650.0,676.29,19.18,6.14,0.34,680.0,705.66,18.03,6.26,0.33,650.0,674.62,18.79,6.85,0.32,598.0,623.96,17.12,6.9,,,,,,,,
Coffee Arabica (dried berries),..REGION VII (CENTRAL VISAYAS),2.82,0.08,0.21,24.69,27.8,2.47,0.07,0.15,23.74,26.43,2.25,0.05,,21.81,24.11,2.08,0.03,,20.82,22.93,2.03,0.02,,22.71,24.76,0.97,,,21.78,22.75,0.93,,,20.34,21.27,0.52,,,19.25,19.77,0.42,,,22.06,22.48,0.2,,,,,,,,,
Coffee Arabica (dried berries),..REGION VIII (EASTERN VISAYAS),1.7,25.68,0.7,13.41,41.49,1.15,8.62,0.68,12.36,22.81,1.06,1.16,0.65,8.1,10.97,0.72,1.05,0.5,6.66,8.93,0.52,0.5,0.35,7.13,8.5,0.46,0.52,0.4,6.81,8.19,0.5,0.46,,7.4,8.36,0.39,0.09,,6.1,6.58,0.36,0.08,,6.1,6.54,0.13,0.08,,,,,,,,
Coffee Arabica (dried berries),..REGION IX (ZAMBOANGA PENINSULA),52.3,70.26,68.81,213.62,404.99,51.29,70.0,70.23,214.6,406.12,54.93,71.83,74.65,222.9,424.31,47.24,48.16,47.37,170.36,313.13,32.65,15.97,10.9,80.21,139.72,27.88,14.79,11.53,80.38,134.58,25.3,12.76,10.11,79.64,127.82,19.1,9.12,11.79,79.12,119.13,18.81,9.4,10.64,72.5,111.35,15.31,9.76,,,,,,,,
Coffee Arabica (dried berries),..REGION X (NORTHERN MINDANAO),95.3,178.1,11.2,94.8,379.4,94.95,177.54,11.88,95.62,379.99,89.73,173.15,12.42,96.75,372.05,88.36,168.21,10.49,67.9,334.96,74.16,158.01,8.82,54.29,295.28,66.71,108.85,8.28,45.4,229.24,57.7,97.72,8.16,43.4,206.98,54.67,92.66,8.54,43.01,198.88,49.39,91.25,8.16,40.65,189.45,47.78,88.1,,,,,,,,
